ID;Start Date;End Date;Display Date;Title;City;Venue;Type;Org. Body;# of Cat. Entries;# of Artists;Status
753;1913-02-00;;;Der Blaue Reiter, Amsterdam;Amsterdam;Amsterdam (exact location unknown);group;Der Sturm;0;0;pending
1183;1913-02-00;;;Gedächtnis-Ausstellung Eugen von Kahler;Vienna;Galerie Miethke;solo;Galerie Miethke;19;1;proof read
1062;1913-02-00;;;Iványi-Grünwald Béla festményeinek és magyar műgyüjtemények bemutatása. I. Dr. Sonnenfeld Zsigmond gyüjteménye;Budapest;Ernst Múzeum;group;Ernst Múzeum;121;28;proof read
1326;1913-02-00;1913-03-00;;J. R. K. Duff;London;Goupil Gallery;solo;;40;1;completed
529;1913-02-00;;;Kollektiv-Ausstellung Max Pechstein;Berlin;Fritz Gurlitt;group;Fritz Gurlitt;0;0;pending
531;1913-02-00;;;Öfver Målningar och Grafisk Konst af Edvard Munch;Stockholm;Salong Joël;solo;Salong Joël;217;1;completed
1365;1913-02-00;;;Paintings and Drawings by C. J. Holmes;London;Carfax Gallery;group;Carfax Gallery;45;2;completed
1369;1913-02-00;1913-03-00;;Paintings and Drawings by F. H. S. Shepherd;London;Goupil Gallery;solo;;58;1;completed
532;1913-02-00;;;Privatsammlung Dr. Oskar Reichel. Wien;Vienna;Galerie Miethke;group;Galerie Miethke;77;16;proof read
536;1913-02-00;;;Мир искусства;Kiev;Kiev (exact location unknown);group;;228;35;completed
1114;1913-02-03;1913-02-15;;Exposition;Paris;Galerie Druet;group;Galerie Druet;38;6;proof read
891;1913-02-16;1913-03-02;;XV. Jahrgang. 1912-13. Fünfte Ausstellung;Berlin;Paul Cassirer;group;Paul Cassirer;201;8;proof read
533;1913-02-17;1913-03-01;;Exposition Annuelle, 2me Groupe;Paris;Galerie Druet;group;Galerie Druet;47;8;proof read
534;1913-02-17;1913-03-15;;International Exhibition of Modern Art [Armory Show];New York;Armory of the 69th Infantry;group;Association of American Painters and Sculptors;1240;271;proof read
535;1913-02-21;1913-03-00;;Der Sturm. Dreizehnte Ausstellung. Alfred Réth, Julie Baum Gedächtnisausstellung;Berlin;Der Sturm [venues];group;Der Sturm;100;2;proof read
777;1913-02-21;1913-03-21;;Prima Esposizione Pittura Futurista;Rome;Foyer del Teatro Costanzi;group;Galleria G. Giosi;42;6;completed
1356;1913-03-00;;;[Delaunay];Cologne;Gereonshaus;solo;"Der Sturm; Gereonshaus";0;0;pending
1107;1913-03-00;;;A KÉVE negyedik kiállítása;Budapest;Nemzeti Szalon;group;;267;11;proof read
1372;1913-03-00;;;Drawings of Japanese Life by Katie Blackmore;London;Carfax Gallery;solo;Carfax Gallery;35;1;completed
1060;1913-03-00;;;Ferenczy Károly ujabb festményei és rajzai gyüjteményes kiállítása;Budapest;Ernst Múzeum;solo;Ernst Múzeum;64;1;proof read
541;1913-03-00;1913-04-00;;Kollektion Moderner Franzosen;Vienna;Galerie Arnot;group;Galerie Arnot;50;21;proof read
540;1913-03-00;1913-04-00;;Kollektiv-Ausstellung G. Münter (1904-1913);Munich;Der Neue Kunstsalon;solo;"Der Neue Kunstsalon; Der Sturm";67;1;completed
542;1913-03-00;1913-06-00;;"Prima Esposizione Internazionale d'Arte della ""Secessione""";Rome;Palazzo dell'Esposizone;group;;644;195;completed
1371;1913-03-00;;;Studies and Etchings by Walter Sickert;London;Carfax Gallery;solo;Carfax Gallery;134;1;completed
539;1913-03-00;1913-04-00;;Tentoonstelling van Schilderin en Teekeningen van Leo Gestel (Werk van 1906 tot 1913).;Hague, The;Kunstszaal Schüller en Eisenloeffel;group;Kunstszaal Schüller en Eisenloeffel;150;1;completed
1321;1913-03-00;1913-04-00;;"The ""John Balli"" Collection";London;Goupil Gallery;group;;25;15;completed
1234;1913-03-00;1913-07-00;;XLIV. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;188;53;proof read
538;1913-03-01;;;Französische Impressionisten;Vienna;Galerie Miethke;group;Galerie Miethke;34;14;proof read
543;1913-03-02;1913-03-30;;Внепартийное общество художников;Saint Petersburg;Dom Saltykova;group;;901;100;proof read
545;1913-03-04;1913-03-25;;XV. Jahrgang. 1912-13. Sechste Ausstellung;Berlin;Paul Cassirer;group;Paul Cassirer;148;11;proof read
537;1913-03-08;1913-04-06;;Bund Österreichischer Künstler és Gustav Klimt gyüjteményes kiállitása;Budapest;Művészház;group;Művészház;400;27;proof read
546;1913-03-08;1913-04-13;;Interprétations du Midi;Brussels;Brussels (exact location unknown);group;La Libre Esthétique;297;42;proof read
547;1913-03-13;1913-05-00;13/03/1913 - end/05/1913;Frühjahr-Ausstellung der Münchener Secession;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";565;185;proof read
803;1913-03-15;1913-04-00;;Der Sturm. Vierzehnte Ausstellung. Franz Marc;Berlin;Der Sturm [venues];solo;Der Sturm;32;1;proof read
985;1913-03-15;1913-06-15;;Exhibition of Work by Modern Norwegian Artists;Brighton;Public Art Galleries;group;;217;54;completed
548;1913-03-15;1913-03-31;;Grafton Group Exhibition;London;Galleries of the Alpine Club;group;;0;0;pending
549;1913-03-16;1913-04-04;;V. Kollektiv-Ausstellung. Moderner Bund. Schweiz;Munich;Hans Goltz;group;"Der Moderne Bund; Hans Goltz";44;7;completed
551;1913-03-17;1913-04-05;;Exhibition of Studies made in New York, by Francois Picabia, of Paris;New York;Photo-Secession Galleries;solo;Photo-Secession Galleries;16;1;completed
552;1913-03-19;1913-05-18;;Société des Artistes Indépendants / 29e Exposition;Paris;Quai d'Orsay, Pont de l'Alma;group;Société des Artistes Indépendants;0;0;pending
554;1913-03-24;1913-04-16;;International Exhibition of Modern Art [Armory Show];Chicago;The Art Institute of Chicago;group;Association of American Painters and Sculptors;454;162;proof read
559;1913-03-24;1913-04-07;;Выставка Иконописных Подлинников и Лубков;Moscow;Художественный салон 11;group;;636;1;proof read
560;1913-03-24;1913-04-07;;"Выставка Картин Группы Художников ""Мишень""";Moscow;Художественный салон 11;group;;217;29;proof read
892;1913-03-27;1913-04-13;;XV. Jahrgang. 1912-13. Siebente Ausstellung;Berlin;Paul Cassirer;group;Paul Cassirer;109;11;completed
555;1913-03-31;1913-04-12;;Exposition de Peintures d'Albert Marquet;Paris;Galerie Druet;solo;Galerie Druet;47;1;completed
1211;1913-04-00;1913-05-00;;[Franz von Zülow];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
512;1913-04-00;1913-05-00;;73. výroční výstava Krasoumné jednoty pro Čechy;Prague;Rudolfinum;group;Krasoumná jednota;341;121;proof read
556;1913-04-00;;;Gino Severini's Exhibition;London;Marlborough Gallery;solo;Marlborough Gallery;30;1;proof read
1322;1913-04-00;;;Paintings and Drawings by Robert Bevan;London;Carfax Gallery;solo;Carfax Gallery;48;1;proof read
558;1913-04-00;1913-05-00;;XXXXIII. výstava. S. V. U. Manes. Členská;Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;162;31;proof read
1065;1913-04-10;1913-04-27;;Exposition de Peintures Aquarelles Dessins de Mme Lewitzka;Paris;Galerie B. Weill;solo;Galerie B. Weill;26;1;proof read
1181;1913-04-10;;;Hilde Exner, Nora v. Zumbusch, Rudolf Kalvach;Vienna;Galerie Miethke;group;Galerie Miethke;69;1;proof read
778;1913-04-14;1913-04-16;;Balla è morto, qui si vendono all'asta le sue opere;Rome;Negozio d'arte Giosi;solo;;0;0;pending
562;1913-04-14;1913-04-26;;Exposition Annuelle. 3e Groupe;Paris;Galerie Druet;group;Galerie Druet;48;9;proof read
561;1913-04-14;1913-04-19;;Exposition Henri-Matisse, Tableaux du Maroc et Sculpture;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;25;1;proof read
564;1913-04-14;1913-06-30;;Société Nationale des Beaux-Arts, XXIIIe Exposition;Paris;Grand Palais des Champs Elysées;group;;0;0;pending
563;1913-04-14;1913-04-30;;VI. Kollektiv-Ausstellung / Amiet und Giacometti;Munich;Hans Goltz;group;Hans Goltz;30;2;completed
1364;1913-04-18;1913-05-00;;Oil Paintings and Studies by Henri Martin;London;Goupil Gallery;solo;Goupil Gallery;111;1;completed
565;1913-04-24;1913-06-30;;Seventeenth Annual Exhibition;Pittsburgh;Carnegie Institute;group;Carnegie Institute;352;277;completed
550;1913-04-26;1913-05-31;;Der Sturm. Fünfzehnte Ausstellung. Der Moderne Bund Schweiz;Berlin;Der Sturm [venues];group;Der Sturm;44;7;proof read
566;1913-04-28;1913-05-10;;Exposition Manguin;Paris;Galerie Druet;solo;Galerie Druet;50;1;proof read
567;1913-04-28;1913-05-19;;International Exhibition of Modern Art [Armory Show];Boston;Copley Hall;group;;250;59;proof read
568;1913-04-28;1913-06-15;;Ve Salon de Printemps;Brussels;Palais du Cinquantenaire;group;;0;0;pending
1450;1913-05-00;1913-06-00;;[André Lhote];Paris;Galerie B. Weill;solo;;0;0;pending
1212;1913-05-00;;;[Francesco Paolo Michetti];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
571;1913-05-00;1913-10-00;;Große Kunstausstellung;Stuttgart;Königliches Kunstgebäude;group;;0;0;pending
570;1913-05-00;1913-10-00;;LIA. Leipziger Jahresausstellung 1913;Leipzig;Gelände der Internationalen Baufach-Ausstellung;group;Verein Leipziger Jahres-Ausstellung;480;272;completed
1368;1913-05-00;;;Paintings by Lucien Pissarro;London;Carfax Gallery;group;Carfax Gallery;134;3;completed
569;1913-05-00;1913-06-00;;Skupina výtvarných umělců. III. výstava;Prague;Obecní dům;group;Skupina výtvarných umělců;170;4;proof read
1387;1913-05-00;1913-06-00;;Water Colours and Paintings by Walter W. Russell;London;Goupil Gallery;solo;Goupil Gallery;67;1;completed
906;1913-05-01;1913-05-15;;XV. Jahrgang. 1912-13. Achte Ausstellung;Berlin;Paul Cassirer;group;Paul Cassirer;60;9;completed
572;1913-05-03;1913-10-12;;Grosse Kunstausstellung;Dusseldorf;Städtischer Ausstellungspalast;group;;0;0;pending
557;1913-05-04;1913-06-25;;A Művészház nemzetközi Postimpresszionista kiállitása;Budapest;Művészház;group;Művészház;214;50;proof read
573;1913-05-04;1913-09-30;;Ausstellung des Deutschen Künstlerbundes 1913;Mannheim;Kunsthalle Mannheim;group;;518;230;proof read
1246;1913-05-04;1913-07-31;;X. výstava Sdružení výtvarných umělců moravských;Hodonín;Dům umělců;group;Sdružení výtvarných umělců moravských;119;17;completed
574;1913-05-18;1913-06-15;;Les Peintres et les Sculpteurs Futuristes Italiens;Rotterdam;Rotterdamsche Kunstkring;group;Rotterdamsche Kunstkring;80;6;completed
575;1913-05-19;1913-06-07;;Bonnard, Oeuvres récentes (Deux Panneaux Décoratifs et des Tableaux);Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;21;1;proof read
576;1913-05-26;1913-06-07;;Exposition de quelques œuvres;Paris;Galerie M. Marseille;group;Galerie M. Marseille;27;10;completed
855;1913-05-26;1913-06-09;;Trente Tableaux de Maurice Utrillo;Paris;Galerie Eug. Blot;solo;;31;1;proof read
1213;1913-05-30;1913-06-00;;[Ferdinand Hodler];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
907;1913-06-00;;;[XV. Jahrgang. 1912-1913. Neunte Ausstellung]. Ausstellung Mohammedanischer Kunst;Berlin;Paul Cassirer;group;Paul Cassirer;43;6;proof read
577;1913-06-00;1913-08-00;;Der Sturm. Sechzehnte Ausstellung. Gemälde und Zeichnungen des Futuristen Gino Severini;Berlin;Der Sturm [venues];solo;Der Sturm;30;1;proof read
581;1913-06-00;;summer/1913;Forty-ninth Exhibition of Modern Pictures. New English Art Club;London;Galleries of the Royal Society of British Artists;group;New English Art Club;255;126;proof read
1325;1913-06-00;1913-07-00;;Henry Bishop;London;Goupil Gallery;solo;;28;1;proof read
1328;1913-06-00;;;Oil Paintings of H.M. The King's Collection of African and Indian Animals and Birds by Edgar H. Fischer;London;Goupil Gallery;solo;Goupil Gallery;80;1;completed
1373;1913-06-00;1913-07-00;;Paintings in Tempera by George Thomson;London;Goupil Gallery;solo;;28;1;completed
1323;1913-06-00;;;Pastels by Simon Bussy;London;Carfax Gallery;solo;;33;1;completed
1376;1913-06-01;1913-09-01;;Max Pechstein;Berlin;Fritz Gurlitt;solo;Fritz Gurlitt;77;1;completed
1233;1913-06-12;1913-07-03;;Exhibition of Portraits and Studies in Pastel by Mrs. Pierse Loftus (Dorothy Reynolds) And Miniatures by Margret Reynolds;London;Doré Gallery;group;Doré Gallery;80;2;completed
578;1913-06-20;1913-07-16;;1re Exposition de Sculpture Futuriste du Peintre et Sculpteur Futuriste Boccioni;Paris;Galerie La Boëtie;solo;Galerie La Boëtie;33;1;proof read
582;1913-06-25;1913-07-12;;IX. Kollektiv-Ausstellung. Egon Schiele / Wien;Munich;Hans Goltz;group;Hans Goltz;0;0;completed
579;1913-07-00;1913-09-00;07/1913 - end/09/1913;[XV. Jahrgang. 1912/13. Zehnte Ausstellung. Sommerausstellung];Berlin;Paul Cassirer;group;Paul Cassirer;64;22;completed
972;1913-07-00;1913-09-00;;[XV. Jahrgang. XI. Ausstellung]. Sommerausstellung;Berlin;Paul Cassirer;group;;0;0;pending
584;1913-07-00;1913-08-00;;Tentoonstelling van Schilderijen;Domburg;Tentoonstellingszaal;group;;89;17;completed
583;1913-07-00;;;The London Salon of the Allied Artists' Association, Ltd. Sixth Year;London;Royal Albert Hall;group;;0;0;pending
1467;1913-07-04;1913-08-17;;Gemeentelijke Tentoonstelling van Kunstwerken van Levende Meesters;Arnhem;Musis Sacrum;group;Musis Sacrum;21;13;pending
741;1913-07-16;1913-07-31;;Toorop, Schelfhout und die Niederländer. Gemälde, Aquarelle, Radierungen.;Munich;Hans Goltz;group;;0;0;pending
585;1913-08-00;1913-09-00;;Neue Kunst. II.Gesamtausstellung;Munich;Hans Goltz;group;Hans Goltz;236;71;proof read
664;1913-08-00;;;Выставка Картин Наталии Сергеевны Гончаровой 1900-1913;Moscow;Художественный салон 11;solo;;760;1;proof read
586;1913-08-23;1913-09-30;;Juryfreie Kunstschau. 4. Ausstellung;Berlin;Ausstellungshaus am Kurfürstendamm 208/9;group;Verein Berliner Künstler (VBK);685;190;proof read
1214;1913-09-00;1913-10-00;;[Graf Walecki];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
592;1913-09-00;;;A XIX. század nagy francia mesterei;Budapest;Ernst Múzeum;group;Ernst Múzeum;139;41;proof read
588;1913-09-00;;;Der Sturm. Siebzehnte Ausstellung. Alexandre Archipenko;Berlin;Der Sturm [venues];solo;Der Sturm;36;1;proof read
590;1913-09-00;;;Edvard Munch;Stockholm;Konstnärshuset;solo;Konstnärshuset;45;1;proof read
589;1913-09-14;1913-10-00;;Zsűrimentes kiállitás a Művészházban;Budapest;Művészház;group;Művészház;209;99;proof read
591;1913-09-20;1913-12-01;;Der Sturm. Erster Deutscher Herbstsalon;Berlin;Lepke-Räume;group;Der Sturm;352;84;proof read
908;1913-09-28;1913-10-00;28/09/1913 - end/10/1913;[XVI. Jahrgang. 1913-14. Erste Ausstellung]. Carl Steffeck;Berlin;Paul Cassirer;solo;Paul Cassirer;152;1;proof read
1182;1913-10-00;;;Anton Faistauer;Vienna;Galerie Miethke;solo;Galerie Miethke;33;1;proof read
593;1913-10-00;;;Der Sturm. Achtzehnte Ausstellung: Skupina / Prag;Berlin;Der Sturm [venues];group;Der Sturm;62;4;proof read
596;1913-10-00;1913-11-00;;Eröffnungsausstellung. Kölnischer Kunstverein;Cologne;Gemäldegalerie des Kölnischen Kunstvereins;group;Kölnischer Kunstverein;132;43;completed
595;1913-10-00;1913-11-00;;Erste Ausstellung;Berlin;Neue Galerie;group;Neue Galerie;76;26;proof read
603;1913-10-00;;;Kollektionen: Henri Matisse / Franz Heckendorf / E.L. Kirchner / Georg Leschnitzer / Plastiken;Berlin;Fritz Gurlitt;group;Fritz Gurlitt;0;0;pending
594;1913-10-00;;;Kollektionen: Wilhelm Trübner, Willi Jaeckel, Oskar Moll, Max Pechstein;Berlin;Fritz Gurlitt;group;Fritz Gurlitt;0;0;pending
1320;1913-10-00;;;Paintings by Walter Bayes;London;Carfax Gallery;solo;;45;1;completed
1378;1913-10-00;1913-12-00;;The Goupil Gallery Salon;London;Goupil Gallery;group;Goupil Gallery;400;147;completed
597;1913-10-04;1913-10-27;;Les Indépendants Cercle d'Art Xme Salon Annuel;Brussels;Hedendaagsche Museum - Musée Moderne;group;Les Indépendants Cercle d'Art;272;50;proof read
856;1913-10-06;1913-10-18;;Exposition de Peintures de Pierre Brune;Paris;Galerie Druet;solo;;80;1;proof read
598;1913-10-09;;;Edvard Munch / Ausstellung der Lithographien und Original-Radierungen;Dresden;Galerie Ernst Arnold;group;Galerie Ernst Arnold;0;0;pending
599;1913-10-10;1913-12-10;;Esposizione Retrospetiva e Contemporanea di Belle Arti della Famiglia Artistica;Milan;Palazzo della Permanente;group;Famiglia Artistica;0;0;pending
600;1913-10-12;1914-01-16;;Post-Impressionist and Futurist Exhibition;London;Doré Gallery;group;Doré Gallery;211;61;completed
857;1913-10-18;1913-11-01;;Opening Exhibition. Season 1913-1914;New York;Montross Gallery;group;;28;15;proof read
1255;1913-10-22;1913-12-24;;Výstava obrazů Ant. Hudečka a plastik Jos. Mařatky;Hradec Králové;Městské průmyslové museum;group;;63;1;completed
601;1913-10-27;1913-11-08;;Les Synchromistes: Morgan Russell et S. Macdonald-Wright;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;29;2;proof read
602;1913-10-28;;;Постоянная Выставка Современнаго Искусства;Saint Petersburg;Художественное Бюро Добычиной;group;Художественное Бюро Добычиной;318;75;proof read
1215;1913-11-00;;;[Adolf Hölzel];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
798;1913-11-00;;;Der Sturm. Neunzehnte Ausstellung. Expressionisten / Kubisten / Futuristen;Berlin;Der Sturm [venues];group;Der Sturm;35;14;proof read
607;1913-11-00;1914-01-00;;"Esposizione di Pittura Futurista di ""Lacerba""";Florence;Galleria Gonnelli;group;Galleria Gonnelli;59;6;completed
606;1913-11-00;;;Internationale Schwarz-Weiss-Ausstellung;Vienna;Opernring 19;group;Akademischer Verband für Literatur und Musik in Wien;443;26;proof read
1063;1913-11-00;;;Magyar-Mannheimer Gusztáv kiállitása;Budapest;Ernst Múzeum;group;Ernst Múzeum;192;3;proof read
1319;1913-11-00;;;Paintings and Drawings by Maurice Asselin;London;Carfax Gallery;solo;;54;2;proof read
1280;1913-11-00;1913-12-00;;XLV. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;419;32;completed
1482;1913-11-00;;;Мир Искусства. Выставка картин;Saint Petersburg;Dom Obshestva Pooshrfenija hudozhestv;group;;440;49;completed
604;1913-11-01;1913-12-07;;[XVI. Jahrgang. 1913/14. Zweite Ausstellung]. Degas / Cézanne;Berlin;Paul Cassirer;group;Paul Cassirer;70;10;proof read
1481;1913-11-05;;;Выставка Графических Искусств;Saint Petersburg;Художественное Бюро Н. Е. Добычиной;group;;370;36;completed
609;1913-11-07;1913-12-08;;Moderne Kunst Kring (Cercle de l'Art Moderne);Amsterdam;Stedelijk Museum;group;Moderne Kunst Kring;220;31;completed
610;1913-11-15;1914-01-05;;Salon d'Automne. 11e exposition;Paris;Grand Palais des Champs Elysées;group;Société du Salon d'Automne;0;0;pending
611;1913-11-17;1913-11-29;;Exposition Annuelle, 1er Groupe;Paris;Galerie Druet;group;Galerie Druet;49;10;proof read
1216;1913-11-19;;;[Otto Fikentscher];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
612;1913-11-23;1914-01-23;;Sojuz Molodezhi (7);Saint Petersburg;Nevsky 73;group;;0;0;pending
928;1913-12-00;1914-01-13;ca. 10/12/1913 - 13/01/1914;[XVI. Jahrgang. 1913/14. Dritte Ausstellung]. Hans Baluschek. Konrad von Kardorff. Wilhelm Trübner;Berlin;Paul Cassirer;group;Paul Cassirer;92;4;proof read
613;1913-12-00;;;Der Sturm. Zwanzigste Ausstellung. Albert Bloch;Berlin;Der Sturm [venues];group;Der Sturm;49;5;completed
1064;1913-12-00;;;Első csoportkiállitás;Budapest;Ernst Múzeum;group;Ernst Múzeum;143;9;proof read
821;1913-12-00;;;Esposizione di scultura futurista del pittore e scultore futurista Boccioni;Rome;Galleria Futurista - Sprovieri;solo;;0;0;pending
619;1913-12-00;;winter/1913;Fiftieth Exhibition of Modern Pictures. New English Art Club;London;Galleries of the Royal Society of British Artists;group;New English Art Club;283;123;proof read
616;1913-12-00;1914-01-18;;Französische Meister;Vienna;Galerie Miethke;group;Galerie Miethke;33;15;proof read
615;1913-12-00;;;Мир Искусства;Moscow;Большая Дмитровка 11;group;;555;76;proof read
824;1913-12-01;1913-12-13;;Exposition de Peintures de Jules Flandrin;Paris;Galerie Druet;solo;;39;1;proof read
1037;1913-12-02;1914-02-01;;Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession];Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";1067;115;proof read
849;1913-12-03;;03/12/1913 & 05/12/1913;Pobed nad solncem;Saint Petersburg;Luna Park Theatre;group;;0;0;pending
1217;1913-12-09;;;[Bruno Beran];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
1228;1913-12-10;1914-01-01;;XI. výstava Sdružení výtvarných umělců moravských;Hodonín;Dům umělců;group;Sdružení výtvarných umělců moravských;113;19;completed
617;1913-12-15;1913-12-30;;Vuillard. Œuvres récentes (Panneaux Décoratifs et Tableaux);Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;18;1;completed
618;1913-12-16;1914-01-14;;Exhibition of the Camden Town Group and Others;Brighton;Public Art Galleries;group;Public Art Galleries;190;36;completed
1006;1913-12-21;1914-01-21;;A Wieni Künstlerhaus kiállítása a Művészházban;Budapest;Művészház;group;Művészház;130;48;proof read
1036;1914-00-00;;;Der Blaue Reiter;Berlin;Der Sturm [venues];group;Der Sturm;53;16;completed
620;1914-00-00;;;Edvard Munchs Udstilling;Christiania;Tivoli Festivitetslokale;solo;Tivoli Festivitetslokale;92;1;completed
699;1914-00-00;;;Neue Kunst Sommerschau / Gemälde, Impressionisten-Expressionisten / Graphik / 19. und 20. Jahrhundert / Plastik / Kunstgewerbe - Batik;Munich;Hans Goltz;group;Hans Goltz;0;0;pending
1066;1914-00-00;;;Société des Artistes Méridionaux Toulouse. IXme Exposition;Toulouse;Ancienne Caisse d'épargne;group;;272;32;proof read
1300;1914-00-00;1915-00-00;;XII Выставка Картин Союза Русских Художников;Moscow;Художественный салон 11;group;;229;34;proof read
712;1914-00-00;;;Выставка картин в пользу лазарета деятелей искусства;Saint Petersburg;Художественное Бюро Добычиной;group;Художественное Бюро Добычиной;289;63;proof read
1472;1914-00-00;;;Выставка картин Натальи Сергеевны Гончаровой;Saint Petersburg;Художественное Бюро Н. Е. Добычиной;solo;;257;1;completed
621;1914-00-00;;;"Первая выставка картин группы художников ""Кольцо""";Kiev;Kiev (exact location unknown);group;;0;0;proof read
1348;1914-01-00;;;[Der Sturm. Einundzwanzigste Ausstellung. August Macke];Berlin;Der Sturm [venues];group;;0;0;pending
1218;1914-01-00;;;[Max Liebermann, Max Slevogt, Lovis Corinth, Gustav Gaul];Vienna;Galerie Miethke;group;Galerie Miethke;0;0;pending
628;1914-01-00;1914-02-00;;Ausstellung Preis-Konkurrenz C.R. [Carl Reininghaus]. Werke der Malerei;Vienna;Kunstsalon Pisko;group;Kunstsalon Pisko;60;29;proof read
624;1914-01-00;;;Báró Hatvany Ferenc festményeinek gyűjteményes kiállítása;Budapest;Ernst Múzeum;solo;;112;1;proof read
1248;1914-01-00;1914-02-00;;Deutschböhmischer Künstlerbund;Prague;Rudolfinum;group;Deutschböhmischer Künstlerbund;356;26;completed
1296;1914-01-00;;;E. M. Heath;London;Goupil Gallery;solo;Goupil Gallery;50;1;proof read
625;1914-01-00;;;Expressionistische Ausstellung / Die neue Malerei;Dresden;Galerie Ernst Arnold;group;Galerie Ernst Arnold;159;46;completed
622;1914-01-00;;;Januar-Kunstausstellung;Berlin;Ausstellungshaus am Kurfürstendamm 208/9;group;;159;65;proof read
480;1914-01-00;;;Kandinsky Kollektiv-Ausstellung, 1902-1912;Munich;Moderne Galerie (Heinrich Thannhauser);group;"Moderne Galerie (Heinrich Thannhauser); Der Sturm";0;0;pending
623;1914-01-00;;;Kollektionen: Carl Caspar / Albert Lamm / Grete Moll / Otto Mueller / T. Farwick / Margarete Heymann-Hagen;Berlin;Fritz Gurlitt;group;Fritz Gurlitt;57;9;proof read
627;1914-01-00;;;Moderne Franzosen;Vienna;Galerie Arnot;group;Galerie Arnot;52;23;proof read
626;1914-01-00;;;The Grafton Group. Vanessa Bell, Roger Fry, Duncan Grant. Second Exhibition;London;Galleries of the Alpine Club;group;;53;15;proof read
1331;1914-01-00;1914-02-00;;XLVI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;272;73;completed
629;1914-01-00;1914-02-00;;"Выставка Картин Общества Художников ""Бубновый Валет""";Moscow;Дом Левиссон;group;;200;26;proof read
822;1914-01-01;1914-02-15;;Die Futuristen;Leipzig;Galerie Del Vecchio;group;"Der Sturm; Galerie Del Vecchio";0;0;pending
630;1914-01-06;1914-01-17;;Exposition Cézanne;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;59;3;proof read
1480;1914-01-08;1914-02-13;;"2-я Выставка Картин ""Современная Живопись"" и Коллекции Гемм";Moscow;Дом Левиссон;group;;285;39;completed
632;1914-01-12;1914-02-05;;An Exhibition of  Paintings by Marsden Hartley, of Berlin and New York;New York;Photo-Secession Galleries;group;;0;0;pending
878;1914-01-12;1914-01-24;;Exposition de Peintures de Charles Montag;Paris;Galerie Druet;solo;;55;1;proof read
1459;1914-01-15;1914-02-15;mid of Jan.- mid of Febr.;Ausstellung Ferd. Hodler;Munich;Moderne Galerie (Heinrich Thannhauser);solo;Moderne Galerie (Heinrich Thannhauser);49;1;completed
970;1914-01-15;1914-02-08;;XVI. Jahrgang. 1913-14. Vierte Ausstellung. [Kollektion Alessandro Magnasco];Berlin;Paul Cassirer;solo;Paul Cassirer;0;0;pending
633;1914-01-30;1914-02-15;;Kreis für Kunst Köln im Deutschen Theater, Erste Veranstaltung: Kandinsky-Ausstellung im Foyer.;Cologne;Im Deutschen Theater / Im Foyer;solo;;20;1;completed
1349;1914-02-00;;;[Der Sturm. Zweiundzwanzigste Ausstellung. Alexei von Jawlensky];Berlin;Der Sturm [venues];solo;;0;0;pending
637;1914-02-00;1914-03-00;;45. výstava S. V. U. Manes v Praze. Moderní umění;Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;190;30;proof read
642;1914-02-00;1914-03-00;;Der Blaue Reiter / Gemälde-Ausstellung;Helsingfors;Helsingfors (exact location unknown);group;;0;0;pending
823;1914-02-00;1914-03-00;;Esposizione di Pittura Futurista. Boccioni - Carrà - Russolo - Balla - Severini - Soffici;Florence;Galleria Gonnelli;group;;0;0;pending
639;1914-02-00;1914-03-00;;Esposizione di Pittura Futurista. Boccioni, Carrà, Russolo, Balla, Severini, Soffici;Rome;Galleria Futurista - Sprovieri;group;Galleria Futurista - Sprovieri;89;6;completed
1002;1914-02-00;;;Galimberti Sándor és G.-né Dénes Valéria kiállítása;Budapest;Nemzeti Szalon;group;Nemzeti Szalon;117;2;proof read
